date,province,location,rain_intensity_mm_per_hour,source
21/03/2024,ميسان,علي الشرقي,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ميسان,قلعة صالح,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ميسان,سيد احمد الرفاعي,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ميسان,المشرح,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ذي قار,الناصرية,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ذي قار,الرفاعي,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,ذي قار,الشطرة,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,المثنى,السماوة,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,المثنى,الرميثة,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,البصرة,مطار البصرة,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,البصرة,حي الحسين,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
21/03/2024,البصرة,الفاو,0,"الهيئة العامة للانواء الجوية والرصد الزلزالي, وزارة النقل, 2024"
